instance,init,BK,001_avg,001_min,002_avg,002_min,003_avg,003_min,004_avg,004_min,005_avg,005_min,006_avg,006_min,007_avg,007_min,008_avg,008_min,009_avg,009_min,010_avg,010_min,011_avg,011_min,012_avg,012_min,013_avg,013_min,014_avg,014_min,015_avg,015_min,016_avg,016_min,017_avg,017_min,018_avg,018_min,019_avg,019_min,020_avg,020_min,021_avg,021_min,022_avg,022_min,023_avg,023_min,024_avg,024_min,025_avg,025_min,026_avg,026_min,027_avg,027_min,028_avg,028_min,029_avg,029_min,030_avg,030_min,031_avg,031_min,032_avg,032_min,033_avg,033_min,034_avg,034_min,035_avg,035_min,036_avg,036_min,037_avg,037_min,038_avg,038_min,039_avg,039_min,040_avg,040_min,041_avg,041_min,042_avg,042_min,043_avg,043_min,044_avg,044_min,045_avg,045_min,046_avg,046_min,047_avg,047_min,048_avg,048_min,049_avg,049_min,050_avg,050_min,051_avg,051_min,052_avg,052_min,053_avg,053_min,054_avg,054_min,055_avg,055_min,056_avg,056_min,057_avg,057_min,058_avg,058_min,059_avg,059_min,060_avg,060_min,061_avg,061_min,062_avg,062_min,063_avg,063_min,064_avg,064_min,065_avg,065_min,066_avg,066_min,067_avg,067_min,068_avg,068_min,069_avg,069_min,070_avg,070_min,071_avg,071_min,072_avg,072_min,073_avg,073_min,074_avg,074_min,075_avg,075_min,076_avg,076_min,077_avg,077_min,078_avg,078_min
b_5,12426813010,923312207,962496951.4,955299492,953284590.4,950859624,970000498.8,963654607,956528612.2,951816521,954511016.4,952520231,965753861.2,962634247,965709001.0,957470696,966132634.8,957494833,971088478.8,956043938,975032460.6,959067089,984695869.6,974074198,1024244169.2,1004034322,1160640256.2,1113886771,1371202704.4,1332645215,1471404148.4,1425837726,1576562280.8,1518842965,973947015.0,966571202,974386009.6,968665201,991552679.2,975305463,965752691.2,962634247,959657748.8,954420478,958537562.4,952991627,961187206.2,958510004,962269410.2,958424235,961269124.2,957761167,984195647.4,963729371,978086612.6,967232363,991576645.6,979694865,1004833127.6,967721895,984235781.8,963304454,963535768.8,957388279,964887983.8,955657427,970073750.2,963250047,965251848.2,956587387,966141059.8,958951077,961336093.6,956315720,968611017.4,961279847,963245255.8,956650030,962460076.2,956158013,967379501.8,960729659,965318997.2,956562979,973301732.8,960113692,1074662064.2,1054320355,967006508.4,959933931,956039811.2,949629438,956124139.0,951124551,969099826.0,956932248,969186336.8,960469393,968738562.6,965151532,970191581.6,964572011,981283122.2,965690333,979267147.4,968679250,967905388.4,959173490,976809448.4,958282707,975855896.6,957463332,970500423.8,965677494,972696060.0,967869498,975798159.6,968369722,967616213.6,962479467,971422413.2,960543340,960374445.2,956340109,958362314.2,954771746,970629482.2,959680027,970844363.2,959478252,970695577.0,959678888,970658755.2,959854213,970672944.0,959694567,970730171.4,959680027,970858172.4,959478252,970824327.0,959478252,970625464.8,959686397,970678041.4,959476312,970620000.6,959680027,970546877.2,959686397,970662575.0,959476312,970667340.8,959680027,970744862.2,959474852,970631194.4,959703016
b_6,12749861240,9525421332,9525916820.2,9525900892,9525940575.8,9525930536,9525948211.8,9525933760,9525926632.8,9525913338,9525926028.4,9525913533,9526060056.0,9526009295,9525902586.6,9525897963,9525891947.4,9525888273,9525884673.2,9525881121,9525880866.6,9525878206,9525878786.8,9525877224,9526062766.8,9526049595,9526296880.6,9526242104,9526405973.6,9526386083,9526541541.4,9526493828,9526723117.2,9526653116,9526171479.4,9526144806,9526165618.2,9526120681,9526251474.0,9526228252,9526062256.8,9526008883,9525945118.6,9525933353,9525931993.6,9525922075,9525928673.6,9525919970,9525930169.8,9525920203,9525931330.8,9525916846,9525892638.4,9525886440,9525894570.2,9525888415,9525893999.6,9525890535,9525892198.6,9525889183,9525892618.2,9525886441,9525904416.8,9525893414,9525876118.4,9525872372,9525886844.6,9525880556,9525882204.4,9525878479,9525879742.2,9525876697,9525907587.2,9525896756,9525888716.8,9525885501,9525882304.0,9525881389,9525879777.4,9525876171,9525877606.0,9525874911,9525882305.2,9525879384,9525887676.8,9525882442,9525905449.4,9525898971,9525884788.2,9525882092,9525883420.6,9525879377,9525916560.4,9525909982,9525899811.4,9525893660,9525892066.0,9525889406,9525884730.2,9525882066,9525880548.6,9525877286,9525878726.6,9525877375,9525884855.6,9525881363,9525884815.2,9525881363,9525884955.8,9525882066,9525885983.6,9525883350,9525915382.2,9525907789,9525893358.6,9525888789,9525887252.0,9525881482,9525881896.6,9525878622,9525880336.6,9525877764,9525944246.6,9525932361,9537302814.4,9529922937,9536039168.0,9532068205,9534410257.4,9531964523,9534736265.2,9531964523,9534736265.2,9531964523,9534601253.4,9531964523,9534682970.8,9531964523,9534584834.4,9531964523,9534584834.4,9531964523,9536456417.8,9533205631,9536456357.0,9533205631,9534736245.2,9531964523,9534699813.6,9531964523,9534699813.6,9531964523,9536456357.0,9533205631,9534699793.6,9531964523,9536771395.4,9533205831
b_7,37946901700,14835031813,16349409987.0,16173151675,15316254879.8,15275069132,15321885878.2,15290670669,15210714609.2,15188603817,15189966984.0,15178608397,15283530801.4,15230627886,15072040466.6,15057146248,14991458105.8,14983875215,14948388163.4,14932552985,14960384859.0,14938161740,14951848397.0,14939104702,15619943302.2,15591429450,16494559081.0,16412050765,17351299731.6,17238009078,18042755824.2,17974520867,18727087497.4,18629851860,15363249097.0,15320539371,15366125882.2,15317011206,15472193328.8,15392974491,15283301694.2,15231535512,15264344540.8,15237270775,15211292864.2,15186615666,15220269427.2,15170476532,15216390433.2,15173856997,15194755611.4,15151676134,15028154704.8,14988804329,15026119390.0,15012920807,15065264901.6,15040208434,15032233447.0,15018118029,15027230525.8,14994023942,15074880336.4,15041471365,14919002422.0,14890380485,15004109928.4,14973639847,14955419526.2,14935521957,14946742132.2,14938697577,15086830449.4,15043774639,14998810403.0,14981797864,14954236287.4,14938420840,14946035031.0,14934172223,14922083357.0,14907392843,14955202164.0,14935521757,14989330381.0,14965379020,15222494904.8,15207305405,15086046655.6,15075317432,15791827206.4,15722159608,15168400515.2,15141747149,15060506133.2,15045866562,14987292702.8,14977665663,14946063214.6,14918422913,14958570207.0,14939632377,14952774163.0,14939143581,14950573075.4,14932553055,14948539098.8,14918422913,14953013742.4,14940789931,14966692383.8,14949668099,15096138646.0,15067881837,15004683430.6,14985257866,14967755715.6,14945475446,14945765352.0,14903833277,14956414252.8,14935343356,15230377896.8,15181038275,14960175855.2,14939448745,14960233013.0,14939727852,14960296788.8,14939932608,14959698376.4,14939134237,14960357325.2,14949106933,14959553870.8,14939162817,14959760189.8,14939214327,14959609406.8,14939334829,14959630890.4,14939816041,14960317503.8,14939694451,14959303133.4,14939375769,14960230767.8,14948942274,14960527574.4,14948919145,14958861490.0,14938901295,14958900426.2,14939199257,14959233476.0,14939202007,14959442331.2,14939694452
b_8,14068207250,1214086286,1262822802.6,1228951515,1222303908.6,1215246955,1305766770.4,1243489485,1229535237.0,1215416099,1229535237.6,1215416099,1245701678.2,1217564260,1236597384.8,1215736533,1238427741.2,1215501370,1283721197.6,1264434031,1269448747.2,1237999369,1297940802.6,1265025620,1238702621.2,1218029203,1278530752.2,1262617573,1374421518.0,1355034331,1523551066.4,1474052226,1650594993.6,1556043688,1250956094.8,1223041730,1254783006.4,1228447281,1248277237.6,1232483532,1245696771.2,1217564260,1225243363.6,1215271722,1219152018.6,1215032078,1219151077.0,1214982315,1221453512.8,1215024567,1221509738.8,1215005784,1217298699.0,1214864661,1221795808.0,1215587189,1232005748.2,1221839782,1223125036.4,1214852310,1217342770.6,1214865765,1220415866.4,1214925478,1249125427.4,1231202100,1222416667.8,1215718360,1233924901.0,1221621380,1247084802.2,1224453044,1220917433.6,1214869158,1220218615.4,1214774690,1238461054.4,1228919513,1258195344.0,1231130689,1247623726.4,1229611567,1233976567.8,1221882931,1237384910.2,1224258560,1500029625.2,1414328744,1220300437.8,1215397962,1232839028.4,1215873789,1223905351.4,1215089466,1238826341.8,1216990747,1243757436.0,1234340853,1304205840.4,1278363310,1282051060.4,1262289939,1294221423.2,1267486183,1301834565.4,1271217065,1301774625.4,1271214852,1301893416.4,1271215860,1287987104.8,1244428494,1222824455.0,1216922272,1227694235.4,1214992647,1231145838.0,1216486012,1246974834.8,1234540739,1253451555.2,1244463136,1224185191.0,1215044585,1248240181.2,1234560228,1233206841.2,1219101222,1233049340.2,1219044309,1233049884.0,1219044309,1232052118.2,1219044309,1232047736.2,1219044309,1232026007.6,1219044309,1233069828.2,1219041583,1233049542.8,1219044309,1232025827.8,1219044309,1233819870.8,1219041580,1232048216.0,1219041377,1232047936.8,1219044309,1232045973.0,1219044308,1233822420.6,1219044309,1232047916.6,1219044309,1233799605.2,1219044309
b_9,23234641520,15885524407,15886052550.8,15886019112,15891109049.6,15886206343,15889002740.4,15886079159,15887195842.6,15885898861,15886905343.6,15886086793,15901225899.0,15894563351,15886335437.6,15885865427,15886465116.0,15885898414,15886375901.2,15886119740,15887286510.6,15886656386,15889959444.6,15888192026,15916039235.2,15907342028,16112400995.4,16079150477,16488105761.2,16431402873,16794556825.4,16693276295,17065119643.0,16941313385,15907113023.2,15895958124,15902016446.2,15898064142,15920935987.4,15907296239,15901214703.6,15894575595,15895226378.4,15888353382,15886523694.2,15886000796,15886385758.6,15886083224,15887796581.0,15886715596,15887411677.6,15885940165,15885826598.6,15885818386,15885995645.8,15885839842,15886413973.0,15885915217,15886712812.0,15885903223,15885826557.2,15885818382,15885854491.2,15885819004,15886337201.0,15886219679,15885880464.2,15885815067,15885906303.2,15885869941,15886063317.4,15886035902,15885942465.8,15885820541,15885906267.8,15885814389,15885916069.2,15885883551,15886163074.0,15886027730,15886840319.2,15886254323,15885905686.8,15885876287,15885934713.2,15885897040,15887982925.6,15886630445,15886148391.0,15886133474,15887066799.8,15886997710,15887870008.4,15885941406,15886524313.6,15885865936,15886344244.4,15885932880,15887100344.0,15886104672,15887761327.2,15886480644,15890317576.4,15887960148,15886864238.6,15886112201,15886847187.2,15886103169,15886845563.6,15886112201,15886899120.2,15886065431,15886228269.0,15885840311,15885853156.0,15885830512,15885932116.8,15885903843,15886070499.2,15886036750,15886754373.0,15886287871,15889514003.8,15886034575,15885956310.0,15885886049,15885920457.8,15885887280,15885919790.6,15885887281,15885920288.6,15885880634,15885921016.6,15885887983,15885920874.8,15885880128,15885920655.4,15885887983,15885920894.2,15885880127,15885920390.6,15885887281,15885920549.6,15885879218,15885920135.2,15885886677,15885920513.8,15885880128,15885920267.2,15885879624,15885920813.8,15885880128,15885920411.2,15885879827,15885919529.6,15885887281,15885920449.8,15885879624
b_10,42220868760,18048499616,19808150045.6,19714946015,18531536238.4,18508886877,18531851866.0,18501678376,18378815798.0,18360412099,18406470211.8,18370958856,18476156215.2,18447342625,18292466157.6,18266950989,18217414481.0,18195748969,18162676978.2,18140227871,18142446664.0,18112960418,18128228565.4,18109065216,18430000689.6,18394939293,18903652963.0,18757651886,19456696245.6,19420394805,20037661116.4,19948819360,20615754183.2,20466876148,18483989594.6,18465171296,18522485641.6,18501984137,18556751351.2,18513101186,18476244896.0,18447342625,18460887889.2,18433478620,18413463819.4,18407877185,18418972655.2,18392573097,18427753008.8,18396706074,18417100868.0,18388275647,18247951389.8,18236432743,18262279515.4,18245920020,18281406973.6,18261431906,18300386329.8,18275310415,18247547179.6,18233941826,18300067790.6,18281775668,18128919780.2,18107739444,18228120891.4,18186780385,18180804392.0,18165374775,18141227146.2,18109504211,18302262543.0,18282053659,18223163376.2,18192701361,18185399394.2,18148239689,18138118944.0,18109820885,18125284464.0,18105270355,18180821018.4,18165189303,18190585574.8,18179606054,18402645161.8,18357829497,18350296858.2,18330466035,19140131125.8,19027310405,18357513590.4,18320863698,18293334665.4,18259670603,18211104801.8,18174810754,18162621788.8,18137843652,18143861102.0,18134674251,18132408694.4,18118678846,18163615511.8,18137843956,18164603117.8,18136757611,18164576712.0,18137843957,18172609608.8,18167201328,18308427902.8,18289940154,18230328918.6,18210922797,18196673950.8,18182660624,18154874247.8,18144525254,18137459821.6,18114464844,18390899597.2,18368035269,18190752183.8,18176525149,18191252603.8,18164914567,18191449249.6,18160430844,18191217173.2,18165036218,18190757026.0,18160429733,18191856747.6,18165036118,18191150921.6,18165036318,18191534322.0,18160429733,18191604855.4,18160428931,18190822218.2,18164679518,18190769879.0,18165036118,18191605437.6,18160430236,18191584963.6,18160428328,18190732354.8,18165036218,18190120975.0,18165036319,18191609809.6,18160429633,18191151244.4,18164679214
x_1,7422426760,3030246091,3856763580.4,3771716128,3349745136.8,3279153866,3472219280.0,3448030148,3278360393.6,3230152050,3281695938.2,3233831025,3456175350.0,3404151002,3213800344.6,3165333814,3194447784.4,3167252338,3152302236.8,3131414397,3149822531.8,3108868651,3142152623.0,3110022933,3350692262.0,3261846060,3287592333.6,3225107801,3340065698.4,3287572263,3370690884.2,3321382018,3341978152.8,3274980616,3480911168.0,3375958428,3584186128.6,3490040113,3555709239.2,3493749716,3454734991.2,3401120395,3486131925.6,3376111561,3475844028.6,3400201694,3481337455.2,3395804159,3473272043.8,3397317878,3499948581.0,3442325738,3215268579.4,3168153067,3222984297.0,3195173143,3231947340.0,3206225624,3266181757.2,3205327753,3215975017.2,3169997990,3251435487.2,3203452115,3145934020.4,3107971358,3175981280.2,3140105312,3174141971.8,3150296473,3162266288.2,3128854123,3262524933.8,3219031277,3192804302.2,3169518386,3177500647.6,3138645629,3159564488.0,3121429619,3149279130.4,3109358829,3174768640.6,3153821226,3175439914.4,3135589792,3397881883.4,3341857440,3234334854.8,3161568814,3675182772.4,3568173653,3270137142.4,3238363541,3183996486.4,3151373363,3173432003.4,3155750745,3162914770.2,3137106399,3157489425.8,3131519142,3144416348.4,3101644681,3154659194.0,3104663976,3165972244.8,3138219469,3153390596.8,3132612059,3147712581.0,3118847736,3271961599.0,3215119053,3175286177.4,3144017047,3170205997.6,3108069071,3120015089.2,3092098569,3122147800.4,3114292850,3430437788.4,3349745235,3214815999.6,3183113238,3181082951.0,3130079810,3169461027.8,3137649033,3167359855.4,3127600559,3169882805.0,3137649033,3170117834.0,3137649033,3169862706.0,3137649033,3169206745.8,3137649033,3170024007.0,3137649033,3167270662.6,3127105678,3165480133.2,3114134461,3167903648.2,3127223138,3168020243.8,3127580898,3167115477.0,3127580898,3165699233.2,3114134461,3167885368.0,3127600559,3165077397.0,3110950187
x_2,5103634830,1010050981,1119838554.0,1095440595,1167409316.8,1131725483,1109340450.8,1081215934,1095374795.4,1083201323,1091396203.6,1082563974,1170510807.6,1154515822,1069761593.4,1059853037,1055077808.6,1045548150,1071691970.4,1062884909,1110639921.6,1091529482,1139975409.4,1120147317,1150244186.2,1134063623,1344611837.6,1298396383,1606793577.8,1539057282,1821275004.6,1749288497,1936886304.4,1882299455,1184212990.6,1165394823,1182302702.4,1155400515,1193809346.2,1178686581,1170524679.2,1154515822,1156303845.2,1132058332,1095349542.4,1088531686,1101716884.8,1095734775,1096235353.8,1088190169,1095025811.0,1083675394,1046213041.8,1040398150,1058439972.8,1053536041,1071791021.2,1059747456,1081779586.4,1066858316,1046132709.6,1040833358,1057322820.0,1044356160,1099958480.2,1080963567,1042014344.4,1038402792,1056696353.0,1046690793,1076730519.2,1063817198,1065886913.0,1060219278,1045010509.6,1038499845,1055734080.8,1051489141,1076098677.2,1070874888,1099612648.4,1088745658,1056636115.8,1047282732,1057645482.2,1050745269,1065121642.8,1058753619,1063515585.6,1050370327,1063274099.0,1051741745,1084793952.4,1073606311,1065355435.8,1057213932,1066167181.0,1060446375,1072544233.2,1059909713,1114049485.6,1108163985,1143364713.0,1124421115,1072664319.6,1058866116,1072608686.4,1058867736,1072445953.6,1059897473,1086004645.0,1069130470,1078015451.2,1072352263,1044861228.8,1040879775,1056582239.0,1048705303,1082199068.8,1061386604,1098258759.6,1088836525,1107838728.2,1099656195,1064981128.6,1057902437,1067700610.0,1058385673,1063954010.4,1056294812,1062464150.0,1054971006,1063927293.2,1054749405,1064067483.8,1056294812,1061566796.8,1052759040,1063823151.8,1055697072,1063767639.6,1054184884,1064304936.4,1056316612,1064053156.6,1056294812,1062919043.2,1055986083,1062879764.0,1056130113,1063351666.6,1054677535,1064152006.4,1054744995,1063312477.2,1054947157,1062846169.2,1054460382
x_3,6119933380,259656,59331747.8,51658479,16215569.2,14918680,28548049.0,18020310,13141546.0,12486779,13145595.8,12489659,15297492.0,14829550,10974536.8,9968396,15998614.0,9759556,26032099.8,11180390,32965345.8,18897109,44035832.0,22246723,14003563.4,11477268,61910017.6,46719695,180457587.6,153085328,292228328.0,264290932,423031887.4,382002724,17946026.2,15194231,26396586.8,18556157,24206550.6,19850537,15392462.0,14749457,14946919.0,13006438,14538305.4,13660206,14381508.0,12132794,14040302.0,13325321,14447681.8,12924647,12005239.2,10728894,10536607.8,7673553,14895305.0,11113972,13215207.8,11224329,11875721.6,10829036,10517628.6,8255023,26758442.8,16913002,11061841.0,8930789,21322262.6,14514288,32368497.2,12970871,11448920.0,8566702,11404964.6,10192178,23446069.4,14605938,30492866.6,11285678,34995793.0,14368614,21343896.8,14437691,23032798.4,14345774,76783022.2,65786192,26336175.8,19536596,57374346.0,42555625,11950796.0,10633510,10090932.6,7792570,14846587.0,9578154,33051957.6,13872310,27824700.6,15426964,37638003.2,15560213,25869630.0,18640721,34436636.2,15601413,41544830.4,19005077,19420003.6,16988473,10861435.8,7354618,12011879.6,8461496,24716253.8,12011960,32450176.8,17519962,37193617.8,26514520,14936587.2,12499077,20062077.4,14327360,23673778.8,16469737,24777047.4,17434363,24352497.2,17431094,24377488.6,17431094,24833770.6,17398626,24831602.6,17364757,24577118.0,17529720,24905968.0,17529720,24409117.6,17191518,24370997.8,17663594,24916410.2,17267027,24919082.2,17134639,24723814.0,17434363,24909862.8,17193798,24442903.8,17265847,24777461.6,17663594
x_4,9207188610,4721727496,4722084823.8,4721997963,4723077218.8,4722496198,4724418969.6,4722647562,4723547397.2,4722415364,4723555639.4,4722415364,4726296419.8,4725892381,4722267124.2,4722170605,4722505539.6,4722123599,4723107259.8,4722252413,4725060333.2,4724183226,4725693689.6,4724068572,4726448177.6,4725192426,4755862520.0,4750489112,4828167692.8,4806650748,4940681440.8,4924044351,5002095368.8,4949252257,4727922492.6,4726822621,4727226123.0,4725391712,4728949530.6,4727946728,4726287474.2,4725892381,4726217979.8,4724745569,4722987626.4,4722418470,4723017889.8,4722297095,4723148197.4,4722395555,4723316945.6,4722693002,4722050362.6,4721996139,4722037272.2,4722012336,4722080931.0,4722055075,4722084115.8,4722031500,4722051087.2,4721990102,4722089474.0,4722050650,4722385016.4,4722251274,4722074950.8,4722039187,4722116617.0,4722057768,4722195883.6,4722165225,4722101851.0,4722051371,4722078725.0,4722031049,4722147520.4,4722117994,4722200283.2,4722164497,4722412447.0,4722237141,4722117330.4,4722052452,4722129344.6,4722059745,4722222503.8,4722023655,4721936410.2,4721905622,4721848896.2,4721833314,4722820918.6,4722400435,4722333089.6,4722088931,4722450855.6,4722202922,4723564434.0,4722584393,4725187311.8,4724376781,4726264012.6,4725849078,4723571252.8,4722584393,4723561115.0,4722586332,4723568278.4,4722584393,4723391977.2,4722620749,4722197806.4,4722126015,4722095323.0,4722080361,4722109427.2,4722032312,4722189200.0,4722035385,4722355774.6,4722222862,4723076172.8,4722359155,4742584623.8,4742123109,4742473187.4,4739307952,4743890756.2,4740410864,4743013537.2,4740471583,4743073796.8,4740410864,4742865134.4,4739765543,4742900052.8,4739765543,4743913707.4,4740410864,4742859631.0,4740062233,4743189296.8,4739640783,4743182655.4,4739640783,4742947055.2,4740410864,4742947055.2,4740410864,4742947055.2,4740410864,4743188559.0,4739640783,4742930116.4,4740410864,4743313523.0,4740410864
x_5,12369526590,144768,12848404.6,10546679,15056809.2,12132739,12041547.2,8903047,9884556.2,8329866,9855036.8,8084076,14066975.2,11401486,1671148.8,710236,705813.6,405345,1680570.8,850965,7321467.4,6019269,11364880.6,9168704,2627552.6,1664152,9254925.6,6853810,14969114.8,12388494,41546976.4,20868622,106352740.6,72883965,16045558.6,15172942,21518107.8,19205599,17313036.4,12512017,14008883.2,10903245,12435044.6,9425880,11827734.8,9142477,10284640.8,8777811,13270872.8,11392040,12746242.8,9304689,576269.8,456366,464123.6,303126,674103.2,471948,1378138.8,459224,582121.6,467998,625752.8,529668,7373755.6,5876133,339547.2,277327,1073563.4,694787,4094597.0,1970750,797062.8,513606,320968.6,281278,1187589.2,510025,3543169.0,1224582,6843621.0,1286339,1042967.2,698493,837926.4,635635,1649448.8,942931,3804522.0,1946938,8415653.6,5332343,7665113.2,6492072,1318726.2,616328,662327.4,366120,2112928.4,964363,6968358.8,5402286,10155279.8,9046206,2072390.8,1041609,2256759.0,1041979,2390686.4,1180215,1488538.4,740717,1302699.2,890367,669174.2,300766,856629.8,587072,3377782.6,1864727,7503401.6,6061964,10860084.8,8614700,1422414.6,491128,1856364.2,573990,1910074.2,573188,1885006.0,572079,1885112.0,573687,1854047.8,573188,1914081.8,557909,1886005.2,573187,1871914.8,558712,1905834.2,572884,1846292.8,572783,1913174.4,571979,1868274.4,572783,1918627.6,571979,1934731.2,557809,1875842.4,558712,1854232.0,573188
x_6,12753566360,9546958474,9546982609.8,9546977085,9547005490.6,9546996621,9546998577.4,9546991084,9546995235.0,9546989981,9546995035.2,9546989981,9547054008.8,9547037051,9546985369.8,9546979203,9546970519.0,9546966861,9546963535.2,9546960784,9546961639.2,9546960438,9546959635.0,9546957631,9547095809.4,9547084090,9547259436.4,9547238640,9547378269.8,9547344777,9547463313.0,9547437749,9547614892.0,9547585516,9547206878.6,9547183757,9547211521.0,9547187377,9547258957.4,9547245113,9547054048.6,9547037051,9547005561.6,9547001735,9546996107.8,9546992772,9546993606.6,9546983337,9546997104.8,9546985178,9546995109.8,9546985283,9546967934.0,9546966518,9546969657.6,9546968089,9546967390.8,9546965041,9546968732.4,9546966740,9546967772.6,9546966518,9546974340.4,9546970943,9546958944.4,9546956376,9546964997.8,9546963284,9546962334.0,9546958629,9546960811.0,9546958623,9546978423.6,9546974132,9546967098.8,9546965172,9546961794.0,9546957133,9546960887.0,9546958740,9546959264.8,9546957275,9546962273.0,9546958629,9546964018.8,9546958516,9546977141.8,9546975363,9546963826.6,9546959516,9546965793.2,9546960192,9546987084.0,9546981712,9546982960.0,9546976580,9546970364.2,9546967654,9546964243.8,9546960978,9546960524.4,9546956330,9546959700.2,9546958260,9546964224.2,9546960978,9546964224.0,9546960978,9546964264.8,9546960575,9546964515.0,9546963004,9546982897.4,9546978566,9546972331.8,9546971314,9546964555.0,9546960568,9546963667.2,9546961694,9546961289.2,9546959298,9547011814.2,9547009163,9554194060.8,9547620844,9556928960.8,9552509352,9557110070.6,9552509352,9557082612.8,9552509352,9557108816.4,9552509352,9557108816.4,9552509352,9557108796.4,9552509352,9557098934.6,9552509352,9557066988.2,9552509352,9557091384.8,9552509352,9557110050.6,9552509352,9557108816.4,9552509352,9557108816.4,9552509352,9554949534.2,9549120625,9557091364.8,9552509352,9554949514.2,9549120625,9554949534.2,9549120625
x_7,37763791230,14253133805,16195667879.4,16058671701,14963386348.8,14937506942,14935565648.0,14877944123,14816501045.2,14782111495,14814274535.6,14781942201,14944202389.8,14835721783,14694420037.4,14656605498,14618689766.0,14586292907,14578708700.4,14559436429,14582393064.8,14536784939,14585487348.0,14551145195,15342922920.0,15302608802,16494068163.0,16436324814,17475523900.2,17356626588,18272376358.2,18223625104,18845232272.8,18733120913,14973720985.4,14903057712,15048488905.4,15032559573,15166206147.0,15101363194,14947372630.4,14835721783,14888482259.4,14828398410,14865616611.6,14830294498,14834402045.8,14810875154,14854052427.0,14842049483,14842207296.0,14821115734,14649252960.0,14636795033,14652193648.6,14626457511,14662383863.4,14638637476,14656703764.0,14630598939,14647836465.6,14623111511,14705773666.4,14686673586,14548299330.8,14525302292,14596479642.2,14578809343,14546196733.8,14532301866,14532997249.2,14498751388,14714219197.4,14690204919,14592349282.0,14567592186,14551689173.4,14542432159,14531236417.0,14497962502,14550026938.0,14503886193,14549660339.6,14542176108,14571288737.6,14546626380,14760129185.0,14736254244,14699059952.2,14667849315,15644789686.6,15534865149,14815594734.6,14768034461,14691952867.8,14655189273,14626434798.4,14583221539,14578664851.6,14561197191,14584502738.4,14546859699,14586283764.4,14550908077,14578707858.2,14554267465,14578932524.8,14558697997,14576847350.8,14558565628,14600688375.4,14562072994,14739753848.0,14697422450,14630989034.6,14607808838,14585191635.4,14567806771,14587119043.2,14559809850,14550315765.4,14509781260,14851761107.2,14837148150,14559925403.2,14548802501,14559551691.2,14546687552,14559857413.8,14548796391,14561430788.8,14550933462,14561873527.6,14551216027,14562302512.2,14556231855,14560254356.8,14548859000,14561996297.8,14551016140,14560313790.8,14548286649,14559939864.2,14547159538,14560395177.4,14548923929,14560708142.8,14547422371,14561916529.4,14550526088,14562349254.0,14556170527,14560570174.4,14547697593,14562392861.0,14556238485,14560276145.6,14547410283
x_8,11611565600,83711,647207.4,586392,211436.0,169610,288663.0,238529,118511.6,104873,118794.0,104452,170490.8,138103,75076.4,70040,63136.4,58693,58411.4,55397,60228.6,53355,61705.2,55802,93078.6,84766,95830.4,86463,155296.4,141008,238843.4,215147,365710.6,332521,171630.4,139772,228262.4,189450,258134.6,229284,170922.2,138513,125156.0,117434,135857.0,129489,143797.4,115376,131980.6,115336,135264.6,121708,57573.0,56018,53383.6,50582,57389.0,55595,62149.0,56760,57719.8,56019,67039.6,63223,50879.2,45168,49588.6,46360,48399.2,47805,46768.6,43443,76633.4,70085,52379.6,49799,46703.8,45245,46657.0,42538,50378.0,46723,48376.8,47803,48181.2,45353,119671.6,109751,110685.8,104986,157411.8,137087,99513.2,87243,70559.8,68836,60205.4,53800,59136.8,55390,60753.6,58314,63318.8,57640,59207.8,54767,59214.8,54768,59232.8,54763,59513.4,52802,72824.8,70735,53150.0,49104,48971.6,46325,50142.2,49001,52459.6,48868,122970.8,117603,48931.0,45127,49258.2,45459,49387.8,44534,49446.4,44025,49566.8,44534,49429.8,44534,49587.6,44534,49505.8,44534,49471.4,44534,49489.8,43712,49971.8,44463,49718.4,44827,49605.8,43210,50019.6,44929,50055.0,44672,49839.4,44929,50000.0,44672
